id,title_bg,title_en,publisher,url,accessed_at,license_status,license_label
source-prince-s-garden-plovdiv-jpg,Prince's Garden Plovdiv.jpg,Prince's Garden Plovdiv.jpg,Prince's Garden Plovdiv.jpg,https://commons.wikimedia.org/wiki/File:Prince's_Garden_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-public-procurement-register,Регистър на обществените поръчки (АОП),Public Procurement Register (AOP),Регистър на обществените поръчки (АОП),https://www.aop.bg/,2026-06-14,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-razkrivane-antichen-teatur-jpg,Razkrivane antichen teatur.jpg,Razkrivane antichen teatur.jpg,Razkrivane antichen teatur.jpg,https://commons.wikimedia.org/wiki/File:Razkrivane_antichen_teatur.jpg,2026-06-19,open_license,CC BY 4.0
source-razkrivane-antichen-teatur1-jpg,Razkrivane antichen teatur1.jpg,Razkrivane antichen teatur1.jpg,Razkrivane antichen teatur1.jpg,https://commons.wikimedia.org/wiki/File:Razkrivane_antichen_teatur1.jpg,2026-06-19,open_license,CC BY 4.0
source-razkrivane-stadion-jpg,Razkrivane stadion.jpg,Razkrivane stadion.jpg,Razkrivane stadion.jpg,https://commons.wikimedia.org/wiki/File:Razkrivane_stadion.jpg,2026-06-19,open_license,CC BY 4.0
source-razkrivane-stadion2-jpg,Razkrivane stadion2.jpg,Razkrivane stadion2.jpg,Razkrivane stadion2.jpg,https://commons.wikimedia.org/wiki/File:Razkrivane_stadion2.jpg,2026-06-19,open_license,CC BY 4.0
source-regional-history-museum-plovdiv-the-liberation-of-plovdiv,Regional History Museum Plovdiv — The Liberation of Plovdiv,Regional History Museum Plovdiv — The Liberation of Plovdiv,Regional History Museum Plovdiv,https://rimplovdiv.com/en/2026/01/16/the-liberation-of-plovdiv-16-january-1878/,2026-06-19,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-rim-plovdiv-infrastructure-1944-1990,"РИМ Пловдив — Пловдивската община и изграждането на градската и туристическа инфраструктура, 1944-1990","Regional History Museum Plovdiv — Plovdiv Municipality and the building of city and tourism infrastructure, 1944-1990",РИМ Пловдив,https://rimplovdiv.com/wp-content/uploads/2025/12/infrastruktura.pdf,2026-06-17,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-rim-plovdiv-municipality-1886-1944,"РИМ Пловдив — Ролята на Община Пловдив за развитието на града, 1886-1944","Regional History Museum Plovdiv — The role of Plovdiv Municipality in city development, 1886-1944",РИМ Пловдив,https://rimplovdiv.com/wp-content/uploads/2025/12/rolqta.pdf,2026-06-17,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-sahat-hill-in-plovdiv-on-old-postcard-1-jpg,Sahat Hill in Plovdiv on old postcard 1.jpg,Sahat Hill in Plovdiv on old postcard 1.jpg,Sahat Hill in Plovdiv on old postcard 1.jpg,https://commons.wikimedia.org/wiki/File:Sahat_Hill_in_Plovdiv_on_old_postcard_1.jpg,2026-06-19,open_license,Public domain
source-strategy-bg-plovdiv-functional-analysis-2009,"Доклад за функционален анализ в Общинска администрация Пловдив, януари 2009 г.","Functional analysis report for Plovdiv municipal administration, January 2009","Доклад за функционален анализ в Общинска администрация Пловдив, януари 2009 г.",https://www.strategy.bg/files/publications/%D0%94%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B7%D0%B0%20%D0%BF%D1%80%D0%BE%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%20%D1%84%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D0%B5%D0%BD%20%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B2%20%D0%9E%D0%B1%D1%89%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%20%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%9F%D0%BB%D0%BE%D0%B2%D0%B4%D0%B8%D0%B2.pdf,2026-06-17,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-trafficnews-budget-2025,TrafficNews — бюджет на Пловдив за 2025 г.,TrafficNews — Plovdiv 2025 budget,TrafficNews,https://trafficnews.bg/plovdiv/obshtina-plovdiv-shte-harchi-715-mln-leva-prez-2025-a-chaka-341501/,2026-06-14,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-trafficnews-frozen-2026,TrafficNews — проектобюджет 2026 и замразени проекти,TrafficNews — 2026 draft budget and frozen projects,TrafficNews,https://trafficnews.bg/plovdiv/bez-promiana-plovdiv-noviia-byudzhet-no-zamraziha-15-golemi-363745/,2026-06-14,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-visit-plovdiv-ancient-theatre,Visit Plovdiv — Ancient Theatre,Visit Plovdiv — Ancient Theatre,Visit Plovdiv,https://www.visitplovdiv.com/en/node/522,2026-06-19,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-visit-plovdiv-the-antique-plovdiv,Visit Plovdiv — The Antique Plovdiv,Visit Plovdiv — The Antique Plovdiv,Visit Plovdiv,https://www.visitplovdiv.com/en/node/520,2026-06-19,public_reference_terms_unverified,Public web reference; reuse terms not verified
source-wikidata,Wikidata,Wikidata,Wikidata,https://www.wikidata.org/,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-11th-of-may-square-plovdiv,"Wikidata — 11th of May Square, Plovdiv","Wikidata — 11th of May Square, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q60206648,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-22nd-of-september-square-plovdiv,"Wikidata — 22nd of September Square, Plovdiv","Wikidata — 22nd of September Square, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q60221662,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-academy-of-music-dance-and-fine-arts,"Wikidata — Academy of Music, Dance and Fine Arts","Wikidata — Academy of Music, Dance and Fine Arts",Wikidata,https://www.wikidata.org/wiki/Q12271285,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-adata-bridge-plovdiv,"Wikidata — Adata Bridge, Plovdiv","Wikidata — Adata Bridge, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q56616556,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-agricultural-university-plovdiv-coordinates,Wikidata — Agricultural University Plovdiv coordinates,Wikidata — Agricultural University Plovdiv coordinates,Wikidata,https://www.wikidata.org/wiki/Q30257336,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-alyosha-monument-coordinates,Wikidata — Alyosha Monument coordinates,Wikidata — Alyosha Monument coordinates,Wikidata,https://www.wikidata.org/wiki/Q4063802,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-ancient-stadium-coordinates,Wikidata — Ancient Stadium coordinates,Wikidata — Ancient Stadium coordinates,Wikidata,https://www.wikidata.org/wiki/Q7205170,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-ancient-theatre-coordinates,Wikidata — Ancient Theatre coordinates,Wikidata — Ancient Theatre coordinates,Wikidata,https://www.wikidata.org/wiki/Q1363208,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-andrey-georgiadi-house-plovdiv,"Wikidata — Andrey Georgiadi house, Plovdiv","Wikidata — Andrey Georgiadi house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117749141,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-artin-gidikov-house-plovdiv,"Wikidata — Artin Gidikov House, Plovdiv","Wikidata — Artin Gidikov House, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q104156256,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-atanas-krastev-house,Wikidata — Atanas Krastev House,Wikidata — Atanas Krastev House,Wikidata,https://www.wikidata.org/wiki/Q118497751,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-bakalova-house-plovdiv,"Wikidata — Bakalova house, Plovdiv","Wikidata — Bakalova house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117750307,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-balabanov-house,Wikidata — Balabanov house,Wikidata — Balabanov house,Wikidata,https://www.wikidata.org/wiki/Q12272873,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-birdas-house-plovdiv,"Wikidata — Birdas house, Plovdiv","Wikidata — Birdas house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117750038,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-bishop-s-basilica-of-philippopolis-coordinates,Wikidata — Bishop's Basilica of Philippopolis coordinates,Wikidata — Bishop's Basilica of Philippopolis coordinates,Wikidata,https://www.wikidata.org/wiki/Q20500169,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-boris-hristov-house-of-culture,Wikidata — Boris Hristov House of Culture,Wikidata — Boris Hristov House of Culture,Wikidata,https://www.wikidata.org/wiki/Q60585662,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-botev-1912-football-complex-coordinates,Wikidata — Botev 1912 Football Complex coordinates,Wikidata — Botev 1912 Football Complex coordinates,Wikidata,https://www.wikidata.org/wiki/Q30644373,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-brezovsko-shose-in-plovdiv,Wikidata — Brezovsko shose in Plovdiv,Wikidata — Brezovsko shose in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q60402282,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-bunardzhik,Wikidata — Bunardzhik,Wikidata — Bunardzhik,Wikidata,https://www.wikidata.org/wiki/Q12274023,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-cathedral-of-st-louis-q2942391,Wikidata — Cathedral of St Louis (Q2942391),Wikidata — Cathedral of St Louis (Q2942391),Wikidata,https://www.wikidata.org/wiki/Q2942391,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-central-district-coordinates,Wikidata — Central district coordinates,Wikidata — Central district coordinates,Wikidata,https://www.wikidata.org/wiki/Q5062096,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-chalakov-house-q37814053,Wikidata — Chalakov House (Q37814053),Wikidata — Chalakov House (Q37814053),Wikidata,https://www.wikidata.org/wiki/Q37814053,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-chifte-hamam-q60169037,Wikidata — Chifte Hamam (Q60169037),Wikidata — Chifte Hamam (Q60169037),Wikidata,https://www.wikidata.org/wiki/Q60169037,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-church-of-st-constantine-and-helena-coordinates,Wikidata — Church of St Constantine and Helena coordinates,Wikidata — Church of St Constantine and Helena coordinates,Wikidata,https://www.wikidata.org/wiki/Q5117391,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-church-of-the-holy-mother-of-god-q966311,Wikidata — Church of the Holy Mother of God (Q966311),Wikidata — Church of the Holy Mother of God (Q966311),Wikidata,https://www.wikidata.org/wiki/Q966311,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-city-garden-dondukova-garden,Wikidata — City garden (Dondukova Garden),Wikidata — City garden (Dondukova Garden),Wikidata,https://www.wikidata.org/wiki/Q12279001,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-dervish-monastery-plovdiv-q37813757,"Wikidata — Dervish Monastery, Plovdiv (Q37813757)","Wikidata — Dervish Monastery, Plovdiv (Q37813757)",Wikidata,https://www.wikidata.org/wiki/Q37813757,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-djakov-house-plovdiv,"Wikidata — Djakov House, Plovdiv","Wikidata — Djakov House, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q44412888,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-dr-rashko-petrov-house-plovdiv,"Wikidata — Dr Rashko Petrov House, Plovdiv","Wikidata — Dr Rashko Petrov House, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117534330,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-dragan-manchov-house-plovdiv,"Wikidata — Dragan Manchov house, Plovdiv","Wikidata — Dragan Manchov house, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q117735725,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-drama-theatre-n-o-masalitinov,Wikidata — Drama Theatre N. O. Masalitinov,Wikidata — Drama Theatre N. O. Masalitinov,Wikidata,https://www.wikidata.org/wiki/Q12279120,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-dzhambaz-hill-in-plovdiv,Wikidata — Dzhambaz hill in Plovdiv,Wikidata — Dzhambaz hill in Plovdiv,Wikidata,https://www.wikidata.org/wiki/Q12277962,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-dzhendem-tepe-coordinates,Wikidata — Dzhendem tepe coordinates,Wikidata — Dzhendem tepe coordinates,Wikidata,https://www.wikidata.org/wiki/Q5319673,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-dzhumaya-mosque-coordinates,Wikidata — Dzhumaya Mosque coordinates,Wikidata — Dzhumaya Mosque coordinates,Wikidata,https://www.wikidata.org/wiki/Q3409197,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-dzhumaya-square,Wikidata — Dzhumaya square,Wikidata — Dzhumaya square,Wikidata,https://www.wikidata.org/wiki/Q59368698,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-eastern-district-coordinates,Wikidata — Eastern district coordinates,Wikidata — Eastern district coordinates,Wikidata,https://www.wikidata.org/wiki/Q12281496,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-eastern-gate-of-philippopolis-coordinates,Wikidata — Eastern gate of Philippopolis coordinates,Wikidata — Eastern gate of Philippopolis coordinates,Wikidata,https://www.wikidata.org/wiki/Q20500154,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-eirene-residence-coordinates,Wikidata — Eirene Residence coordinates,Wikidata — Eirene Residence coordinates,Wikidata,https://www.wikidata.org/wiki/Q26898191,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-emil-stoyanov,Wikidata — Emil Stoyanov,Wikidata — Emil Stoyanov,Wikidata,https://www.wikidata.org/wiki/Q1336888,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-encho-pironkov-gallery,Wikidata — Encho Pironkov Gallery,Wikidata — Encho Pironkov Gallery,Wikidata,https://www.wikidata.org/wiki/Q12287461,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-evangelical-cathedral-plovdiv,"Wikidata — Evangelical Cathedral, Plovdiv","Wikidata — Evangelical Cathedral, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q57275218,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-fairground-bridge,Wikidata — Fairground Bridge,Wikidata — Fairground Bridge,Wikidata,https://www.wikidata.org/wiki/Q56613441,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-forum-of-philippopolis-q26180562,Wikidata — Forum of Philippopolis (Q26180562),Wikidata — Forum of Philippopolis (Q26180562),Wikidata,https://www.wikidata.org/wiki/Q26180562,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-georgi-bojilov-house-museum,Wikidata — Georgi Bojilov House-Museum,Wikidata — Georgi Bojilov House-Museum,Wikidata,https://www.wikidata.org/wiki/Q20497770,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
source-wikidata-georgi-danchov-zografina-house-plovdiv,"Wikidata — Georgi Danchov-Zografina House, Plovdiv","Wikidata — Georgi Danchov-Zografina House, Plovdiv",Wikidata,https://www.wikidata.org/wiki/Q105581474,2026-06-19,open_license,Creative Commons CC0 1.0 Universal
